Devices
1000
,,FSR - Force,FSR - Electric Potential,FSR - Electric Potential,ForcePlate - Force,,,ForcePlate - Moment,,,ForcePlate - CoP,,,
Frame,Sub Frame,Loadcell Hogu,Film sensor,Loadcell Bat,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
162,0,0.00946045,0.00152588,-0.159302,4.29888,-0.951336,-180.032,124.548,7304.38,757.759,-159.427,-0.69181,0
162,1,0.0134277,0.000915527,-0.172119,4.03881,-1.08684,-180.205,418.464,7323.74,855.386,-159.359,-2.32216,0
162,2,0.017395,0.000915527,-0.155029,4.27296,-0.925948,-178.64,136.17,7383.25,822.179,-158.67,-0.762259,0
162,3,0.0198364,0.000610352,-0.115967,4.20789,-0.706371,-179.602,168.093,7405.49,757.74,-158.767,-0.935915,0
162,4,0.0213623,0,-0.0448608,4.45044,-0.882047,-179.768,104.801,7475.02,794.317,-158.419,-0.582978,0
163,0,0.0183105,-0.000305176,-0.0244141,4.45178,-1.36895,-179.151,106.697,7340.25,812.457,-159.028,-0.595573,0
163,1,0.0204468,0,0.017395,3.85805,-0.993261,-178.988,-101.168,7427.58,854.073,-158.502,0.565222,0
163,2,0.0305176,0.000610352,0.0674438,4.25129,-0.726461,-179.164,-267.26,7385.55,784.862,-158.778,1.49171,0
163,3,0.0311279,0.00213623,0.11322,4.18547,-1.10175,-178.984,-271.602,7387.39,756.376,-158.726,1.51747,0
163,4,0.027771,0.0012207,0.144653,4.43116,-1.23663,-180.023,-521.604,7227.89,710.212,-159.85,2.89743,0
164,0,0.0161743,0.000305176,0.1651,4.01117,-0.551582,-179.778,-137.732,7432.09,789.921,-158.66,0.766121,0
164,1,0.0213623,0.00152588,0.166016,4.07401,-0.681439,-179.08,-354.185,7419.61,738.236,-158.568,1.9778,0
164,2,0.0152588,0.00152588,0.154114,4.23168,-0.685066,-179.079,-221.164,7200.15,822.747,-159.794,1.23501,0
164,3,0.0170898,0.000305176,0.0793457,4.1252,-0.555401,-181.083,18.4213,7340.46,753.668,-159.464,-0.101728,0
164,4,0.015564,0.000610352,-0.00732422,3.95293,-0.953197,-180.898,-99.9737,7435.12,896.326,-158.899,0.552653,0
165,0,0.0106812,0.000915527,-0.0848389,4.25464,-0.81865,-179.86,240.932,7359.26,808.948,-159.083,-1.33955,0
165,1,0.00823975,0.000915527,-0.137024,4.41197,-1.08559,-180.723,174.38,7300.29,785.657,-159.605,-0.964906,0
165,2,0.0112915,0.00152588,-0.169983,4.23492,-0.446357,-180.826,268.103,7229.23,763.841,-160.021,-1.48266,0
165,3,0.0119019,0.00213623,-0.168152,4.12281,-1.14891,-179.592,248.961,7470.06,835.825,-158.405,-1.38626,0
165,4,0.0158691,0.000610352,-0.143738,4.21377,-0.776215,-180.381,208.718,7352.83,864.787,-159.237,-1.1571,0
166,0,0.0146484,0.000610352,-0.0997925,4.50079,-0.753822,-181.42,65.2753,7413.37,827.542,-159.137,-0.359801,0
166,1,0.0198364,0,-0.0332642,4.05718,-0.817979,-179.773,-82.2277,7367.56,817.666,-159.017,0.457398,0
166,2,0.0180054,0.000305176,-0.0192261,4.34481,-0.883794,-180.2,-118.997,7453.42,891.584,-158.638,0.660362,0
166,3,0.0241089,-0.000305176,0.0320435,4.14624,-0.641654,-180.296,-186.291,7373.8,827.171,-159.102,1.03325,0
166,4,0.0311279,0.000915527,0.078125,4.25392,-0.463567,-179.69,-390.105,7280.35,813.415,-159.484,2.17098,0
167,0,0.0244141,0.000305176,0.123291,4.34198,-0.529888,-179.253,-348.624,7231.55,859.859,-159.657,1.94487,0
167,1,0.0204468,0.00183105,0.154114,4.53521,-0.325953,-179.6,-595.602,7499.33,775.436,-158.244,3.31626,0
167,2,0.0204468,0.00183105,0.168762,4.22795,-0.261686,-178.737,-370.899,7386.77,850.282,-158.672,2.07511,0
167,3,0.0131226,0.00518799,0.167236,4.38894,-0.860063,-179.848,-519.428,7451.3,951.266,-158.569,2.88815,0
167,4,0.020752,0.00152588,0.125122,4.29868,-0.904949,-179.419,-319.766,7321.5,845.119,-159.193,1.78223,0
168,0,0.017395,0.00183105,0.0454712,4.12657,-0.995686,-180.374,-179.305,7400.58,872.958,-158.971,0.994075,0
168,1,0.012207,0.00183105,-0.0424194,4.18393,-0.461894,-178.389,-0.536565,7334.37,845.994,-158.885,0.00300784,0
168,2,0.0128174,0.000915527,-0.105896,4.45407,-1.01655,-180.111,-12.6224,7395.33,845.333,-158.94,0.070081,0
168,3,0.00976562,0.000305176,-0.151062,4.29459,-0.484504,-179.083,265.806,7445.71,836.867,-158.423,-1.48427,0
168,4,0.0134277,0.000915527,-0.171814,4.21185,-0.79627,-180.206,141.155,7450.18,845.71,-158.657,-0.783301,0
169,0,0.0167847,0.00183105,-0.15625,4.58321,-0.728776,-180.032,144.82,7381.49,790.379,-158.999,-0.804415,0
169,1,0.0204468,0.00183105,-0.126343,4.45554,-0.841647,-180.637,50.4725,7343.12,836.724,-159.349,-0.279413,0
169,2,0.0222778,0.00244141,-0.0787354,4.32606,-0.424017,-181.08,-44.0499,7287.85,897.833,-159.753,0.243262,0
169,3,0.0231934,-0.000610352,-0.0296021,4.27046,-0.526289,-177.95,52.0257,7436.28,891.928,-158.211,-0.292362,0
