Devices
1000
,,FSR - Force,FSR - Electric Potential,FSR - Electric Potential,ForcePlate - Force,,,ForcePlate - Moment,,,ForcePlate - CoP,,,
Frame,Sub Frame,Loadcell Hogu,Film sensor,Loadcell Bat,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
326,0,0.0439453,0.000305176,0.211487,3.62191,0.278066,-152.286,-265.915,-1669.95,255.052,-210.966,1.74615,0
326,1,0.0405884,0.000915527,0.14801,3.83933,0.45747,-152.286,-247.396,-1510.34,268.744,-209.918,1.62455,0
326,2,0.039978,0.000915527,0.0546265,3.62592,0.164499,-152.545,-193.218,-1794.17,320.448,-211.762,1.26663,0
326,3,0.0393677,0.00183105,-0.0341797,3.70898,0.322253,-152.462,-29.9778,-1620.2,232.154,-210.627,0.196626,0
326,4,0.0369263,0,-0.122681,3.46917,0.386777,-152.987,-38.5767,-1618.21,227.688,-210.577,0.252157,0
327,0,0.0308228,0.00152588,-0.192871,3.90689,0.254932,-152.809,190.609,-1672.46,176.988,-210.945,-1.24737,0
327,1,0.0344849,0.000915527,-0.239258,3.44992,0.229279,-153.072,310.732,-1679.91,283.893,-210.975,-2.02997,0
327,2,0.0332642,0.0012207,-0.249023,3.79291,0.742465,-151.429,355.099,-1677.77,256.565,-211.08,-2.34499,0
327,3,0.0354004,0.000915527,-0.220642,3.53122,0.387824,-152.208,329.52,-1622.02,181.686,-210.657,-2.16494,0
327,4,0.0393677,0.00152588,-0.163879,3.3638,0.470915,-153.337,220.139,-1719.82,330.725,-211.216,-1.43566,0
328,0,0.0369263,0.00152588,-0.0979614,3.31256,0.520073,-151.949,78.2112,-1657.26,246.512,-210.907,-0.51472,0
328,1,0.0460815,0.000915527,0.00732422,3.75557,0.629605,-153.161,-6.51032,-1629.56,288.55,-210.64,0.0425064,0
328,2,0.0482178,0.00213623,0.0964355,3.75422,0.233158,-152.198,-167.492,-1737.77,264.646,-211.418,1.10049,0
328,3,0.0476074,0.00152588,0.176697,3.90581,0.236688,-152.193,-223.306,-1504.82,282.326,-209.888,1.46726,0
328,4,0.0469971,0.00152588,0.230103,3.71325,0.165293,-153.24,-370.456,-1761.16,218.147,-211.493,2.41749,0
329,0,0.0402832,0.000305176,0.246887,3.80063,0.232283,-153.413,-200.878,-1640.51,241.338,-210.693,1.30939,0
329,1,0.0436401,0.000915527,0.236511,3.73196,0.653708,-152.465,-373.024,-1673.58,297.3,-210.977,2.44662,0
329,2,0.0424194,0.000610352,0.188599,3.44491,0.697954,-152.992,-170.259,-1527.89,209.089,-209.987,1.11286,0
329,3,0.045166,0.000610352,0.129089,4.21539,0.278793,-153.15,-198.339,-1631.45,208.886,-210.653,1.29507,0
329,4,0.0430298,0.000915527,0.0238037,3.5803,0.341297,-152.899,-40.4115,-1747.13,241.98,-211.427,0.264303,0
330,0,0.0344849,0.00244141,-0.0622559,3.68511,0.521317,-151.859,67.4411,-1672.9,241.934,-211.016,-0.444105,0
330,1,0.0292969,0.000915527,-0.148926,3.77894,0.406853,-153.246,173.755,-1719.54,270.256,-211.221,-1.13383,0
330,2,0.0299072,0.0012207,-0.205688,3.83951,0.542921,-153.163,158.351,-1588.8,135.403,-210.373,-1.03387,0
330,3,0.0320435,0.00152588,-0.24292,3.78262,-0.0362476,-154.192,310.815,-1595.26,283.483,-210.346,-2.01577,0
330,4,0.0354004,0.000610352,-0.243835,3.96807,0.545537,-151.769,380.387,-1516.59,237.271,-209.993,-2.50635,0
331,0,0.0384521,0,-0.206909,3.71303,0.207563,-153.418,277.238,-1716.91,214.444,-211.191,-1.80707,0
331,1,0.0439453,0.0012207,-0.144348,3.8415,0.476353,-152.723,165.393,-1572.09,279.001,-210.294,-1.08296,0
331,2,0.0463867,0.000610352,-0.0518799,3.75625,0.429696,-153.333,141.402,-1665.21,251.508,-210.86,-0.922186,0
331,3,0.0427246,0.00183105,0.0390625,3.66606,0.254198,-152.897,256.924,-1618.07,204.732,-210.583,-1.68037,0
331,4,0.0488281,-0.000305176,0.125732,3.7795,0.914888,-153.949,-50.1702,-1682.08,280.014,-210.926,0.325888,0
332,0,0.0476074,0.00244141,0.193481,3.59763,0.831277,-152.297,-120.588,-1561.67,278.951,-210.254,0.791794,0
332,1,0.0466919,0.0012207,0.239258,3.90729,0.455585,-152.024,-303.403,-1690.8,320.28,-211.122,1.99575,0
332,2,0.043335,0.00183105,0.248108,3.70985,0.388641,-152.548,-339.076,-1672.98,241.272,-210.967,2.22275,0
332,3,0.0460815,0.00152588,0.221863,3.71014,0.520486,-152.203,-211.594,-1708.84,306.681,-211.227,1.39021,0
332,4,0.0445557,0.0012207,0.165405,3.57695,0.588418,-153.161,-263.905,-1480.14,208.664,-209.664,1.72306,0
333,0,0.0509644,0.00183105,0.102539,3.88757,0.123235,-152.8,-172.474,-1600.97,296.625,-210.478,1.12875,0
333,1,0.0341797,0.000305176,-0.00396729,3.91071,0.694842,-153.335,-81.641,-1733.11,298.239,-211.303,0.532435,0
333,2,0.0354004,0.000305176,-0.0958252,3.706,0.52226,-151.51,11.7966,-1674.22,246.417,-211.05,-0.0778601,0
333,3,0.0302124,0.0012207,-0.174255,3.8721,0.095101,-154.976,294.259,-1606.49,260.691,-210.366,-1.89874,0
333,4,0.0326538,0.000305176,-0.230408,3.56404,0.866039,-154.474,314.764,-1770.23,327.304,-211.46,-2.03765,0
334,0,0.0378418,0,-0.245667,3.64598,0.606327,-153.772,249.046,-1571.1,228.503,-210.217,-1.61957,0
334,1,0.0366211,0.000610352,-0.233459,3.755,0.584648,-152.554,225.388,-1710.39,312.178,-211.212,-1.47743,0
334,2,0.0390625,0.000915527,-0.186768,3.74931,0.853224,-152.126,204.053,-1603.74,214.641,-210.542,-1.34135,0
334,3,0.0357056,0.00152588,-0.124817,3.6281,0.36172,-153.678,59.6646,-1659.6,339.49,-210.799,-0.388245,0
334,4,0.0393677,0.000915527,-0.0198364,3.55661,0.27709,-152.635,12.284,-1596.03,259.928,-210.457,-0.0804794,0
335,0,0.0402832,0.00213623,0.0616455,3.9525,0.27714,-152.893,-109.58,-1700.68,227.733,-211.123,0.716708,0
335,1,0.0430298,0.000915527,0.151367,3.82312,0.276092,-153.066,-210.605,-1695.09,297.188,-211.074,1.37591,0
335,2,0.0396729,0.00183105,0.207825,3.88279,0.634426,-151.68,-429.52,-1627.8,310.78,-210.732,2.83176,0
335,3,0.0439453,0.00213623,0.245667,3.97399,0.256241,-152.891,-244.128,-1648.36,227.314,-210.781,1.59675,0
335,4,0.0445557,0.000305176,0.247498,3.57835,0.367779,-152.894,-562.962,-1542.87,245.148,-210.091,3.68204,0
336,0,0.0408936,0.00152588,0.20874,3.60339,0.938607,-153.513,-239.41,-1577.81,358.161,-210.278,1.55955,0
336,1,0.0326538,0.00213623,0.145874,3.68746,0.36684,-152.374,-273.322,-1645.8,255.121,-210.801,1.79376,0
336,2,0.0411987,0.000610352,0.0531006,3.79709,0.455572,-152.722,-180.493,-1570.03,250.587,-210.28,1.18184,0
336,3,0.0393677,0.000610352,-0.0390625,3.68978,0.430316,-152.725,-103.673,-1751.77,269.852,-211.47,0.678824,0
336,4,0.0338745,0.00152588,-0.125427,3.57584,0.544365,-152.118,-110.286,-1552.68,273.807,-210.207,0.725006,0
337,0,0.0350952,0.000610352,-0.191956,3.77839,0.232176,-153.414,54.9632,-1560.02,264.644,-210.169,-0.358268,0
337,1,0.0317383,0,-0.238953,3.92908,0.563098,-152.467,280.984,-1762.04,242.805,-211.557,-1.84292,0
337,2,0.0350952,0.00183105,-0.249634,3.5573,0.275973,-152.723,234.796,-1596.11,278.847,-210.451,-1.5374,0
337,3,0.0338745,0.0012207,-0.218201,3.99841,-0.297265,-152.966,210.909,-1544.35,291.77,-210.096,-1.37879,0
337,4,0.0430298,0.00183105,-0.1651,3.55877,-0.0116652,-153.065,200.665,-1587.32,255.197,-210.37,-1.31098,0
338,0,0.0360107,0.0012207,-0.0952148,4.13113,0.495862,-154.635,33.6089,-1634.45,177.438,-210.57,-0.217344,0
338,1,0.0396729,0.000610352,0.00793457,3.51401,0.451571,-152.641,52.9714,-1744.62,274.699,-211.43,-0.347033,0
338,2,0.0479126,0.00244141,0.0952148,3.86663,0.166852,-153.497,-148.287,-1537.01,273.462,-210.013,0.966063,0
338,3,0.050354,0.00244141,0.17334,4.02065,0.123104,-153.667,-172.32,-1516.68,273.344,-209.87,1.12138,0
338,4,0.0509644,0.00183105,0.231934,4.05679,0.369852,-151.241,-250.501,-1689.34,250.453,-211.17,1.6563,0
339,0,0.0473022,0.0012207,0.245667,3.40557,0.29831,-153.591,-209.806,-1526.22,259.582,-209.937,1.366,0
339,1,0.0390625,0.00152588,0.234375,3.81844,0.654698,-153.074,-327.609,-1578.76,199.743,-210.314,2.1402,0
339,2,0.0357056,0.000610352,0.187073,3.60888,0.405373,-154.719,-94.7899,-1550.89,357.741,-210.024,0.61266,0
339,3,0.043335,0.00274658,0.127258,3.61973,0.390125,-152.375,-149.736,-1527.77,227.082,-210.026,0.982677,0
339,4,0.0445557,0.000610352,0.0250244,3.84134,0.74149,-152.467,-79.7658,-1669.3,302.521,-210.949,0.523168,0
340,0,0.0396729,0.000610352,-0.0604248,3.99677,0.211562,-152.628,-46.2507,-1623.41,306.286,-210.636,0.303029,0
340,1,0.0299072,0.0012207,-0.149536,3.88729,0.583635,-153.251,248.562,-1768,219.784,-211.537,-1.62194,0
340,2,0.0292969,0.00183105,-0.207214,3.821,0.255731,-152.89,200.062,-1456.32,334.026,-209.525,-1.30853,0
340,3,0.0332642,0.0012207,-0.24353,3.75691,0.319614,-154.025,303.668,-1478.5,246.45,-209.599,-1.97155,0
340,4,0.0335693,0.000915527,-0.246887,3.9522,0.475344,-152.983,454.72,-1541.12,302.605,-210.074,-2.97235,0
341,0,0.0360107,0.000305176,-0.206299,3.42289,0.497936,-152.295,255.316,-1572.94,260.465,-210.328,-1.67646,0
341,1,0.0357056,0.00244141,-0.144958,3.93397,0.561123,-153.593,157.617,-1707.56,312.29,-211.117,-1.0262,0
341,2,0.0378418,0.00152588,-0.0506592,3.60569,0.38373,-153.94,127.732,-1631.66,297.825,-210.599,-0.82975,0
341,3,0.0393677,0.000915527,0.039978,3.88722,0.562446,-153.509,147.437,-1687.85,210.095,-210.995,-0.960445,0
341,4,0.0497437,0.000915527,0.125427,3.75775,0.209012,-152.718,-146.854,-1755.08,329.786,-211.492,0.961603,0
342,0,0.0479126,0.0012207,0.193481,4.08238,0.455865,-152.633,-224.626,-1652.89,236.902,-210.829,1.47167,0
342,1,0.0473022,0.000610352,0.240479,3.54101,0.0762965,-153.582,-309.084,-1576.7,370.646,-210.266,2.01251,0
342,2,0.0427246,0.00152588,0.249329,3.77732,0.212791,-152.627,-469.673,-1578.57,314.741,-210.343,3.07726,0
342,3,0.0436401,0.0012207,0.220642,4.06783,0.384968,-155.065,-260.927,-1631.29,204.741,-210.52,1.6827,0
342,4,0.0387573,0.00152588,0.166626,3.92858,0.412593,-152.37,-349.514,-1584.88,282.731,-210.402,2.29385,0
343,0,0.038147,0.0012207,0.100098,3.33221,0.435022,-151.51,-181.549,-1543.48,245.486,-210.187,1.19826,0
343,1,0.0384521,0.00183105,-0.00610352,3.92833,0.389672,-152.372,-5.25547,-1558.54,283.128,-210.229,0.0344911,0
343,2,0.0283813,0.000610352,-0.0985718,4.01887,0.321748,-154.022,14.9513,-1498.02,185.787,-209.726,-0.0970725,0
