Devices
1000
,,FSR - Force,FSR - Electric Potential,FSR - Electric Potential,ForcePlate - Force,,,ForcePlate - Moment,,,ForcePlate - CoP,,,
Frame,Sub Frame,Loadcell Hogu,Film sensor,Loadcell Bat,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
305,0,0.0411987,0.000305176,-0.228577,2.07355,-0.217672,-153.332,200.445,-1587.72,440.383,-210.355,-1.30725,0
305,1,0.050354,0.00152588,-0.238342,2.18532,-0.109587,-154.031,338.961,-1671.02,413.386,-210.849,-2.2006,0
305,2,0.0460815,0.000610352,-0.21637,1.95373,0.193187,-156.73,172.472,-1674.81,479.179,-210.686,-1.10044,0
305,3,0.0457764,0.000915527,-0.158081,2.51574,0.0676478,-154.464,168.165,-1674.94,436.754,-210.844,-1.0887,0
305,4,0.0482178,0.000610352,-0.0927734,1.88279,-0.267461,-154.638,75.7535,-1781.81,445.718,-211.522,-0.489876,0
306,0,0.0515747,0.0012207,0.00518799,1.94916,-0.266774,-154.635,-24.828,-1740.27,487.19,-211.254,0.160559,0
306,1,0.057373,0.00152588,0.0933838,1.81255,-0.351493,-153.94,-27.9904,-1584.96,426.008,-210.296,0.181827,0
306,2,0.0613403,0.00213623,0.166016,1.95983,0.248638,-152.822,-313.884,-1671,366.238,-210.934,2.05392,0
306,3,0.0646973,0.0012207,0.220947,2.19297,-0.661874,-155.488,-342.476,-1501.74,517.966,-209.658,2.20259,0
306,4,0.0552368,0.000915527,0.240173,2.22176,-0.292571,-157.061,-238.254,-1686.31,561.474,-210.737,1.51696,0
307,0,0.0531006,0.000915527,0.224915,2.22645,-0.260285,-152.46,-313.381,-1772.3,449.278,-211.625,2.0555,0
307,1,0.0524902,0.00152588,0.183105,1.93063,-0.0920729,-155.507,-273.814,-1808.74,501.443,-211.631,1.76079,0
307,2,0.0509644,0.00183105,0.123901,2.42647,-0.063173,-154.114,-204.357,-1707.08,384.963,-211.077,1.32601,0
307,3,0.0518799,0.000915527,0.0238037,1.26817,-0.70822,-155.068,-154.422,-1561.25,388.256,-210.068,0.995833,0
307,4,0.0494385,0.00152588,-0.0546265,1.72616,-0.110291,-154.816,-95.4757,-1623.9,375.565,-210.489,0.616706,0
308,0,0.0445557,0,-0.140381,2.10124,-0.0448266,-154.203,62.2016,-1729.18,524.667,-211.214,-0.403375,0
308,1,0.0418091,0.000305176,-0.198059,2.10539,-0.0924444,-155.768,249.832,-1718.48,478.802,-211.032,-1.60387,0
308,2,0.0405884,0.00152588,-0.23407,1.76918,-0.0431048,-155.163,185.499,-1430.32,384.784,-209.218,-1.19551,0
308,3,0.0497437,0.000610352,-0.234375,1.79508,-0.664165,-154.368,359.04,-1593.44,509.766,-210.322,-2.32587,0
308,4,0.0454712,0,-0.198059,1.93983,0.0254307,-153.515,66.7715,-1643.23,334.05,-210.704,-0.43495,0
309,0,0.0469971,0.000915527,-0.137634,2.21006,-0.483707,-154.539,99.6324,-1468.2,490.737,-209.501,-0.644708,0
309,1,0.0457764,0.00152588,-0.0466919,2.01329,-0.287395,-154.808,130.473,-1601.01,449.831,-210.342,-0.842803,0
309,2,0.0546265,0.0012207,0.0387573,2.1026,-0.729116,-154.885,-32.4874,-1640.76,425.864,-210.593,0.209752,0
309,3,0.0540161,0.00152588,0.121765,2.19425,-0.112453,-156.892,-74.037,-1490.06,459.186,-209.497,0.471897,0
309,4,0.0558472,0.00183105,0.184631,1.67865,-0.304994,-153.505,-260.041,-1508.85,425.343,-209.829,1.69402,0
310,0,0.0601196,0.00152588,0.230713,2.56611,-0.0894099,-155.587,-406.675,-1799.55,473.462,-211.566,2.61382,0
310,1,0.0518799,0.000915527,0.24231,1.9026,-0.0864775,-154.549,-429.328,-1596.06,467.761,-210.327,2.77794,0
310,2,0.0561523,0.0012207,0.217285,2.36419,-0.240992,-154.891,-379.298,-1659.38,416.909,-210.713,2.44881,0
310,3,0.0628662,0.00213623,0.162659,2.00402,-0.191369,-152.636,-321.634,-1523.33,406.751,-209.98,2.1072,0
310,4,0.0488281,0.000305176,0.0964355,2.12506,-0.177892,-156.114,-164.734,-1638.8,352.552,-210.497,1.05522,0
311,0,0.0442505,0.000305176,-0.00366211,2.32287,-0.154526,-155.587,-64.673,-1550.5,486.901,-209.966,0.415672,0
311,1,0.0430298,0.00152588,-0.090332,2.09547,0.113573,-153.338,136.036,-1605.74,477.987,-210.472,-0.887164,0
311,2,0.0411987,0.0012207,-0.163574,2.09464,0.401779,-153.863,147.961,-1453.81,473.4,-209.449,-0.961638,0
311,3,0.0405884,0.0012207,-0.219116,2.19698,0.0157785,-158.03,321.716,-1586,395.623,-210.036,-2.0358,0
311,4,0.0445557,0.00152588,-0.236816,1.68473,0.0643213,-155.688,145.198,-1549.96,413.262,-209.956,-0.932619,0
312,0,0.0454712,0.000610352,-0.222168,2.16961,-0.485957,-156.277,244.465,-1340.1,444.499,-208.575,-1.5643,0
312,1,0.0476074,0.000915527,-0.178528,2.411,-0.332031,-155.324,72.8763,-1634.7,482.44,-210.525,-0.46919,0
312,2,0.0476074,0.00274658,-0.121765,2.40705,-0.108685,-154.633,171.292,-1546.51,482.465,-210.001,-1.10773,0
312,3,0.0558472,0.000610352,-0.0180054,2.49805,-0.000329474,-155.938,31.5168,-1592.46,431.851,-210.212,-0.202111,0
312,4,0.0540161,0.00183105,0.0628662,2.52191,-0.354915,-154.801,-139.729,-1834.96,519.797,-211.854,0.902639,0
