Devices
1000
,,FSR - Force,FSR - Electric Potential,FSR - Electric Potential,ForcePlate - Force,,,ForcePlate - Moment,,,ForcePlate - CoP,,,
Frame,Sub Frame,Loadcell Hogu,Film sensor,Loadcell Bat,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
220,0,0.0131226,0.000610352,-0.0668335,3.00531,-0.839334,-157.172,89.7774,7849.03,1455.85,-150.061,-0.571204,0
220,1,0.0177002,0,-0.0354004,3.11873,-0.291044,-158.574,90.7556,7705.49,1434.34,-151.408,-0.572322,0
220,2,0.0195312,0.000915527,0.00244141,3.00415,-0.309289,-157.271,-232.694,7708.69,1405.65,-150.985,1.47958,0
220,3,0.0292969,0.000610352,0.0595093,3.15548,-0.307421,-156.922,-154.406,7763.91,1386.96,-150.524,0.983966,0
220,4,0.0250244,0.000610352,0.109558,3.26975,-0.289535,-156.749,-298.617,7395.62,1452.99,-152.819,1.90507,0
221,0,0.017395,0.000915527,0.147705,3.41681,-0.857776,-155.869,-365.568,7582.43,1302.68,-151.354,2.34536,0
221,1,0.0219727,0.000305176,0.179749,3.02462,-0.241185,-156.139,-219.799,7750.53,1530.66,-150.361,1.40772,0
221,2,0.0140381,0.00183105,0.184326,2.94112,-0.422596,-157.358,-237.457,7533.98,1420.02,-152.122,1.50903,0
221,3,0.0167847,0.00213623,0.176697,3.24517,-0.817319,-156.654,-197.304,7537.41,1340.44,-151.885,1.25949,0
221,4,0.020752,0.000610352,0.100098,3.31647,-0.821303,-158.131,-63.9527,7500.91,1350.4,-152.565,0.404429,0
222,0,0.0170898,0.00152588,0.00762939,2.83156,-0.158427,-157.886,-59.5344,7610.54,1420.54,-151.797,0.377073,0
222,1,0.00579834,0.0012207,-0.0775146,2.8233,-0.329529,-155.798,45.0944,7705.17,1382.49,-150.544,-0.289442,0
222,2,0.0134277,0.00183105,-0.141296,3.08622,0.111718,-155.979,41.767,7588.98,1360.45,-151.346,-0.267773,0
222,3,0.0201416,0.000610352,-0.178223,3.06567,-0.705187,-155.528,229.833,7676.13,1405.46,-150.645,-1.47776,0
222,4,0.0152588,0.00213623,-0.185547,3.24329,-0.508468,-155.444,171.173,7465.14,1448.18,-151.975,-1.10119,0
223,0,0.0183105,0.00244141,-0.1651,2.64986,-0.0892049,-156.761,199.807,7722.95,1373.96,-150.734,-1.27459,0
223,1,0.0146484,0.00213623,-0.12085,3.05945,0.0266314,-154.414,-6.22445,7578.96,1359.91,-150.918,0.0403102,0
223,2,0.0170898,0.000305176,-0.0405884,3.07114,-0.973516,-156.739,29.4927,7570.88,1382.19,-151.698,-0.188164,0
223,3,0.0167847,-0.000610352,-0.0335693,2.98162,-1.19448,-156.218,-12.2004,7431.86,1289.33,-152.426,0.0780982,0
223,4,0.0143433,0,0.0198364,2.71461,-0.307162,-156.928,-243.097,7809.05,1307.73,-150.238,1.5491,0
224,0,0.0256348,0.00244141,0.0750732,3.26157,-0.83393,-155.608,-465.115,7694.97,1316.01,-150.549,2.98902,0
224,1,0.0210571,0.00152588,0.123901,2.69113,-0.129414,-155.365,-359.152,7692.91,1437.8,-150.485,2.31167,0
224,2,0.0177002,0.00305176,0.159302,3.21482,-0.787867,-154.305,-763.776,7562.47,1325.07,-150.99,4.94977,0
224,3,0.0186157,0.00152588,0.183411,2.64878,0.0680785,-156.064,-295.408,7731.39,1447.5,-150.46,1.89287,0
224,4,0.0247192,0.00396729,0.18219,2.89059,-0.196944,-156.233,-539.143,7579.56,1345.24,-151.486,3.4509,0
225,0,0.0164795,0.00366211,0.151978,2.64921,-0.50689,-155.795,-263.023,7623.68,1377.37,-151.066,1.68827,0
225,1,0.0213623,0.000610352,0.0674438,2.71547,-0.463949,-155.884,-49.5041,7576.69,1373.32,-151.395,0.31757,0
225,2,0.0134277,0.00213623,-0.0283813,3.08443,-0.394894,-155.015,-34.5902,7516,1317.82,-151.514,0.223141,0
225,3,0.0186157,0.00152588,-0.106506,2.90575,-0.282862,-155.281,126.436,7701.27,1238.74,-150.404,-0.814243,0
225,4,0.0167847,0.0012207,-0.158081,2.86882,-0.00176089,-156.678,248.927,7545.57,1309.84,-151.84,-1.58878,0
226,0,0.0192261,-0.000305176,-0.183105,3.17209,-0.616006,-155.186,201.57,7547.53,1276.01,-151.364,-1.2989,0
226,1,0.0189209,0.0012207,-0.177307,2.92964,-0.30511,-155.015,157.619,7752.82,1377.73,-149.987,-1.0168,0
226,2,0.0228882,0.000915527,-0.151367,2.93115,-0.439301,-154.405,162.835,7574.36,1433.69,-150.945,-1.0546,0
226,3,0.0128174,0.00152588,-0.101624,3.10782,-0.416339,-155.532,-169.61,7639.79,1354.39,-150.88,1.09051,0
226,4,0.0137329,0.000305176,-0.0408936,3.26427,-0.550192,-156.223,-97.3431,7651.62,1368.35,-151.021,0.623103,0
227,0,0.0183105,0.00152588,-0.020752,3.56322,-0.565327,-153.611,-209.303,7679.87,1404.61,-150.004,1.36255,0
