Devices
1000
,,FSR - Force,FSR - Electric Potential,FSR - Electric Potential,ForcePlate - Force,,,ForcePlate - Moment,,,ForcePlate - CoP,,,
Frame,Sub Frame,Loadcell Hogu,Film sensor,Loadcell Bat,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
325,0,0.027771,0.00213623,0.190735,5.40206,0.507926,-148.009,-268.468,10840.5,1686.35,-126.758,1.81387,0
325,1,0.0131226,0.00488281,0.188904,5.0901,0.996302,-146.977,-215.368,10959.2,1742.18,-125.436,1.46532,0
325,2,0.0170898,0.00213623,0.124207,4.84593,1.06255,-146.375,-111.91,10897.8,1686.8,-125.549,0.764543,0
325,3,0.0204468,0.000915527,0.0366211,5.0869,1.1528,-146.72,-30.5075,11083.2,1719,-124.46,0.20793,0
325,4,0.0247192,0.000915527,-0.057373,5.18085,0.641004,-147.839,3.8573,10991.3,1714.21,-125.654,-0.0260911,0
326,0,0.0128174,0.000915527,-0.125427,4.89426,1.08161,-147.33,122.05,10923.5,1756.93,-125.857,-0.82841,0
326,1,0.0143433,0.000610352,-0.173035,5.10926,1.19432,-146.638,239.09,10896.1,1678.35,-125.694,-1.63047,0
326,2,0.0180054,0.0012207,-0.187073,5.02578,1.14739,-147.418,436.603,10953.5,1766.72,-125.698,-2.96166,0
326,3,0.0201416,0.000305176,-0.173645,4.80505,0.883085,-147.156,247.886,10935.4,1696.39,-125.688,-1.68451,0
326,4,0.0186157,0.000915527,-0.137329,4.84992,0.44055,-147.148,352.288,10888.4,1658.91,-126.004,-2.3941,0
327,0,0.0140381,0.00152588,-0.0665283,5.61905,0.618707,-147.839,148.855,10848.9,1636.07,-126.616,-1.00687,0
327,1,0.0167847,-0.000915527,-0.0369263,5.59194,1.08641,-146.454,245.356,10999.5,1742.81,-124.895,-1.67531,0
327,2,0.0213623,0.0012207,0.00152588,5.4001,0.927798,-146.974,-117.968,10768.8,1780.04,-126.73,0.802645,0
327,3,0.0247192,0.0012207,0.0576782,5.04467,1.13007,-146.631,-210.087,11022.8,1769.92,-124.826,1.43276,0
327,4,0.0256348,0.000915527,0.111694,5.26236,0.602199,-145.924,-242.673,11011.9,1722.55,-124.537,1.66301,0
328,0,0.0134277,0.0012207,0.150146,5.5748,0.996008,-147.32,-315.217,10850.9,1742.54,-126.345,2.13968,0
328,1,0.0186157,0.000610352,0.180359,5.26535,0.996691,-146.541,-204.265,10898.1,1770.17,-125.631,1.39392,0
328,2,0.0201416,0.00152588,0.18158,5.0743,1.34628,-149.241,-190.33,11096.4,1789.2,-125.647,1.27532,0
328,3,0.0131226,0.00183105,0.179138,5.21611,1.50701,-146.554,-59.5567,11016.4,1664.03,-124.831,0.406381,0
328,4,0.0137329,0.0012207,0.100708,5.57357,0.819988,-147.143,-21.9267,10956.5,1737.66,-125.538,0.149016,0
329,0,0.0119019,0,0.0109863,5.8168,0.995858,-148.362,-36.3271,10983.9,1687.08,-125.965,0.244855,0
329,1,0.0180054,0.000915527,-0.0796509,5.74568,1.39515,-147.33,281.172,11012.6,1678.55,-125.252,-1.90846,0
329,2,0.0137329,0.0012207,-0.140381,5.54967,0.887149,-147.929,204.368,11136,1630.93,-124.721,-1.38153,0
329,3,0.0134277,0.000610352,-0.180054,5.68595,0.949632,-148.625,362.535,11007.1,1687.58,-125.94,-2.43926,0
329,4,0.0210571,0.000915527,-0.184631,5.68382,1.12753,-147.933,392.008,11006.5,1720.23,-125.598,-2.64991,0
330,0,0.0238037,0,-0.166016,5.61699,1.4812,-148.114,262.189,11001.5,1697.43,-125.723,-1.77018,0
330,1,0.0228882,0.000915527,-0.116882,5.58644,1.88516,-146.383,100.939,11143,1692.26,-123.877,-0.689557,0
330,2,0.015564,0.000305176,-0.0424194,5.46405,1.70175,-148.379,70.6529,11008.7,1716.06,-125.807,-0.476164,0
330,3,0.015564,0.000305176,-0.0335693,5.44426,1.4125,-147.766,24.9862,10786.6,1757.94,-127.002,-0.169093,0
330,4,0.0143433,0.00152588,0.022583,5.61812,1.65893,-147.852,-165.625,10992.7,1799.11,-125.651,1.12021,0
331,0,0.0253296,0.00183105,0.0775146,5.39081,1.61898,-146.379,-255.239,11009.2,1668.55,-124.79,1.74368,0
331,1,0.0195312,0.000915527,0.126953,5.92267,1.37502,-147.583,-365.724,11014.8,1700.81,-125.366,2.47809,0
331,2,0.022583,0.00305176,0.161743,5.68026,1.50744,-146.458,-683.436,10819.9,1742.69,-126.123,4.66642,0
331,3,0.0241089,0.00274658,0.187073,5.61728,1.32773,-147.675,-300.886,10876.9,1692.03,-126.346,2.03749,0
331,4,0.0198364,0.00274658,0.184937,5.47672,1.46622,-146.116,-516.935,10969.8,1589.12,-124.924,3.53785,0
332,0,0.0167847,0.00305176,0.152893,5.72532,1.30587,-147.329,-256.461,10774.5,1627.39,-126.868,1.74074,0
332,1,0.0186157,0.000610352,0.0662231,5.83861,0.862647,-147.578,-19.5775,10822.2,1705.85,-126.668,0.132658,0
332,2,0.0170898,0.00152588,-0.0305176,5.58746,1.6628,-145.685,80.5224,10937.8,1715.65,-124.921,-0.552717,0
332,3,0.0134277,0.000305176,-0.109253,5.08672,1.17268,-146.986,249.693,10959.6,1627.15,-125.438,-1.69875,0
332,4,0.00854492,0.000915527,-0.160217,5.48664,1.39067,-146.985,179.966,10721.6,1776.75,-127.057,-1.22439,0
333,0,0.0143433,0.000915527,-0.185242,4.95678,1.48072,-146.643,205.544,10920.6,1771.45,-125.529,-1.40167,0
333,1,0.0180054,0.00152588,-0.177612,5.15738,1.10253,-147.594,179.956,10744.6,1646.4,-127.201,-1.21926,0
